year,country_code,country_name,region,income_group,gdp_usd,population,gdp_per_capita,inflation_rate,unemployment_rate,fdi_pct_gdp,co2_emissions_kt,renewable_energy_pct,forest_area_pct,electricity_access_pct,life_expectancy,child_mortality,school_enrollment_secondary,health_expenditure_pct_gdp,internet_usage_pct,mobile_subscriptions_per_100,real_economic_growth_indicator,econ_opportunity_index,co2_emissions_per_capita_tons,co2_intensity_per_million_gdp,green_transition_score,ecological_preservation_index,human_development_composite,healthcare_capacity_index,digital_connectivity_index,health_development_ratio,education_health_ratio,years_since_2000,years_since_century,is_pandemic_period,human_development_index,climate_vulnerability_index,digital_readiness_score,global_resilience_score,cluster,pca1,pca2
0.0,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1506740746317034,-0.2874325627518216,0.28744838800824535,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.4078224070401192,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.4078224070407411,-0.44041540450906214,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.0,0.0,0.0,-0.049945413148011784,-0.5148944954091438,-0.6084295282853178,-0.06895240778727288,0,-2.4646080292515378,0.1040973207397894
0.1,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.15070402007997238,-0.28744945596100185,0.2878123928295414,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.4078224070401192,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.4078224070407411,-0.44041540450906214,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.1,0.1,0.0,-0.049945413148011784,-0.5126198233719306,-0.6084295282853178,-0.06895240778727288,0,-2.4610526995365123,0.10995164279983582
0.2,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.15000529295369577,-0.28745387181507326,0.3593260088349141,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.3876503947708213,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.3876503947713825,-0.05064654980941444,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.2,0.2,0.0,-0.049945413148011784,-0.5239886340013288,-0.6084295282853178,-0.06895240778727288,0,-2.463426781944005,0.10820115539013452
0.3,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1500252565858751,-0.28745140715233575,0.3567535532785974,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.37315309044659456,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.37315309044711215,0.06968355334911461,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.3,0.3,0.0,-0.049945413148011784,-0.5315193159178824,-0.6084295282853178,-0.06895240778727288,0,-2.46595717007001,0.10500334317891032
0.4,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.14997534750542676,-0.2874476074639487,0.3609342064150499,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.37372706515994397,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.3737270651604633,0.0645682202222712,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.4,0.4,0.0,-0.049945413148011784,-0.5288564320380373,-0.6084295282853178,-0.06895240778727288,0,-2.461644716483389,0.11198761966616448
0.5,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1496758930227368,-0.2874468372568432,0.39095442112288764,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.37511715686963654,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.37511715687016006,0.05330966381386933,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.5,0.5,0.0,-0.049945413148011784,-0.5256415616758886,-0.6084295282853178,-0.06895240778727288,0,-2.453737169574179,0.12482564526786478
0.6,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1496958566549161,-0.2874502775152477,0.3897532578895099,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.36922720540019305,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.3692272054006988,0.0949970375415354,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.6,0.6,0.0,-0.049945413148011784,-0.527350599826223,-0.6084295282853178,-0.06895240778727288,0,-2.45246649351365,0.12726844689444192
0.7,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1502847838042064,-0.28745654186637226,0.3316527123421862,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.34284462818373024,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.3428446281841566,0.2530874941737507,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.7,0.7,0.0,-0.049945413148011784,-0.5429199698284448,-0.6084295282853178,-0.06895240778727288,0,-2.4648746075500285,0.10850473689113178
0.8,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.15001527476978543,-0.28746455202026927,0.36073500315442886,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.34377508895914455,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.34377508895957376,0.2469047099971045,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.8,0.8,0.0,-0.049945413148011784,-0.5400159740880813,-0.6084295282853178,-0.06895240778727288,0,-2.457323991099715,0.1208274254773375
0.9,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.14992543842497844,-0.2874722027441837,0.371617432209496,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.34377508895914455,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.34377508895957376,-0.44041540450906214,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.9,0.9,0.0,-0.049945413148011784,-0.49442244707422833,-0.6084295282853178,-0.06895240778727288,0,-2.4290609868324733,0.16446565231128962
0.9,ASM,American Samoa,East Asia & Pacific,Upper middle income,-0.1493165476435088,-0.2874781076653258,0.43506066014217937,-0.14153684422701002,-0.518282065358614,-0.08498049752237653,-0.036048258152042253,-0.34377508895914455,1.0753732871967934,-0.02801788131122424,-0.1287882219705545,0.13734939759036152,-0.0483120395914449,-0.3479818397840411,-0.016841111527648753,-0.9216871987848302,0.0,0.1446592995612879,-0.10393158372344276,0.22700384713798608,-0.34377508895957376,-0.44041540450906214,-0.26882310124775355,0.0,-0.4202630035083874,-0.10810826008572104,-0.10600745348783894,0.9,0.9,0.0,-0.049945413148011784,-0.49214777503701546,-0.6084295282853178,-0.06895240778727288,0,-2.4208968073872597,0.17787106515150486
-0.9,AUS,Australia,East Asia & Pacific,High income,3.9918116493309896,0.6931394636470269,0.9322987036241737,0.32188740359606977,-0.09486480025818643,0.11244854568801056,6.391976355443577,-0.21894941638193202,-0.334469025772645,0.02552451363838451,0.6029124658177494,-0.3301204819277108,0.6880644254928546,0.5580524920657846,0.3519808366734537,-0.41766186858673415,0.8356463779958304,1.5817420769456905,2.4733171350651646,1.1091740682385016,-0.21894941638352552,-0.20479210519522414,-0.4066096914794419,2.2982396774930676,0.20851781742182351,1.1633312782968168,2.545404197522636,-0.9,-0.9,0.0,-0.08580498147225557,0.4187498657152282,0.0931726831298276,0.1454640620391322,1,5.663233957827522,-1.0152873797502129
-0.9,AUS,Australia,East Asia & Pacific,High income,3.6275524424728576,0.706489720142039,0.8103941050968024,0.3103957346100058,-0.02052443881518942,-0.060826458189829694,6.51116817675275,-0.22013770860102236,-0.33519721916900047,0.02552451363838451,0.6391525564179763,-0.3325301204819277,0.6880644254928546,0.583532437078578,0.4597983268007367,-0.26013787601152655,0.7368810250862152,1.3075092077024124,2.4733171350651646,1.361617652331448,-0.22013770860278747,-0.20593862261191268,-0.4066096914794419,2.3431122934483923,0.3367940932811407,1.198207333701777,2.545404197522636,-0.9,-0.9,0.0,-0.08112006628466206,0.4200012675153584,0.22599080599655494,0.03778630499698996,1,5.418053374915418,-1.1067416510535169
-0.8,AUS,Australia,East Asia & Pacific,High income,3.7898446344171024,0.7187308784051578,0.8435589308409228,-0.01529298913992014,-0.08031998546312248,0.1407447004431435,6.664857793497747,-0.21187564156506072,-0.3359254125653534,0.02552451363838451,0.6665536005303474,-0.33493975903614454,0.6880644254928546,0.6444811998070545,0.506640108200477,-0.17096281027295018,1.2605375592493235,1.4159093425522324,2.4733171350651646,1.3153295071378261,-0.21187564156684216,-0.20124618959541787,-0.4066096914794419,2.3895555546262597,-0.4202630035083874,1.2321843553595415,2.545404197522636,-0.8,-0.8,0.0,-0.07737755294521434,0.4148608522291076,-0.21076564873436665,-0.2720156499700694,1,5.718262832996675,-0.9417263964424685
-0.7,AUS,Australia,East Asia & Pacific,High income,4.509015331422159,0.7312595806543231,1.0331019204709482,-0.07217552438970658,-0.15142823433964325,-0.26802143261213124,6.647415087940307,-0.24747990116951327,-0.3366536059617089,0.02552451363838451,0.6939546446427095,-0.3373493975903614,0.6880644254928546,0.6479365566313953,0.5534818896002173,-0.07575174244627864,1.6786735000093325,1.8203081363448228,2.4733171350651646,0.943424093663152,-0.24747990117086027,-0.22443712157332477,-0.4066096914794419,2.482057005798819,-0.4202630035083874,1.2673131404633293,2.545404197522636,-0.7,-0.7,0.0,-0.07363503960576717,0.4393897361271212,-0.16324324679132574,-0.043180632206966926,1,6.498903341585724,-0.6839571110390888
-0.6,AUS,Australia,East Asia & Pacific,High income,5.974101509592616,0.743172117219103,1.427482472528915,-0.16112570254884495,-0.23869743135594487,0.8917334902261483,6.904791898832308,-0.25803338749612903,-0.3373817993580619,0.02552451363838451,0.716715189348948,-0.33975903614457825,0.6880644254928546,0.7113282358816292,0.6003236709999575,0.04368666628891563,2.6789389964168144,2.6637689797838138,2.4733171350651646,0.5213200454995961,-0.2580333874971911,-0.23202680154928484,-0.4066096914794419,2.63756839526905,-0.4202630035083874,1.3025336177911815,2.545404197522636,-0.6,-0.6,0.0,-0.07038728723659628,0.4469753529658735,-0.10362832809632631,0.2851965944924277,1,8.189326942074848,-0.06272878255637475
-0.5,AUS,Australia,East Asia & Pacific,High income,6.781718926712754,0.7569023425528194,1.6278343970346552,-0.08148867826833475,-0.2968768446591612,-0.7915514320974795,6.986966422791802,-0.25732713471611396,-0.3381099927544173,0.02552451363838451,0.7485357567052425,-0.34216867469879514,0.6880644254928546,0.674403429701711,0.6471654523996979,0.14599917638401633,2.5973035434461806,3.158992488844449,2.4733171350651646,0.35304400933731633,-0.25732713471708313,-0.23189799428988134,-0.4066096914794419,2.5942474261816897,0.6183207515825162,1.3412142257100594,2.545404197522636,-0.5,-0.5,0.0,-0.06617357297307622,0.4469453659034875,0.5228834238264634,0.8476053838767982,1,9.069037293159974,-0.12438478466325127
-0.4,AUS,Australia,East Asia & Pacific,High income,7.305574396038133,0.7724656607975815,1.7422183767957646,0.11577957981385491,-0.33727925353935617,0.227671237983695,7.094529773729348,-0.2541590682039086,-0.33883818615077277,0.02552451363838451,0.7666558020053638,-0.344578313253012,0.6880644254928546,0.6742043630651864,0.7016815906531746,0.20677520148800474,2.0317010047930704,3.4783654081780275,2.4733171350651646,0.27335233445090584,-0.25415906820483913,-0.23008035986247988,-0.4066096914794419,2.6651551107359155,0.6713818656170466,1.3778526069431019,2.545404197522636,-0.4,-0.4,0.0,-0.06342058157418021,0.44525031377296936,0.5806205055276701,0.9462973346381597,1,9.415327448889775,-0.33416294999079993
-0.3,AUS,Australia,East Asia & Pacific,High income,8.367632151340974,0.779125384902978,2.016519953786462,-0.16469977209421824,-0.40192312315996365,0.4835443237633874,7.294345656281797,-0.2519528568251029,-0.3395663795471257,0.02552451363838451,0.7894163467116022,-0.34939759036144574,0.6880644254928546,0.6983605905541093,0.7643751496446729,0.27236593017497923,3.7172165537478437,4.219349703505751,2.4733171350651646,0.13890576332092572,-0.2519528568259592,-0.2289440995609784,-0.4066096914794419,0.0,0.7303947675233187,1.4517070866414892,2.545404197522636,-0.3,-0.3,0.0,-0.05935176159481248,0.4442058191408848,0.6448710553511703,1.1329495403320393,1,10.47275235823409,0.08216443675665405
-0.2,AUS,Australia,East Asia & Pacific,High income,10.375691270004477,0.8007733392810438,2.5025784706920144,0.2974105932499397,-0.4261645839003762,0.27193207942082653,7.355007510053782,-0.2555850338343297,-0.3402945729434812,0.02552451363838451,0.7986973455238507,-0.3542168674698795,0.6880644254928546,0.7565912817861544,0.8047170919522457,0.2973712102119333,2.31547123701406,4.865947364599762,2.4733171350651646,-0.08253438294126257,-0.25558503383505415,-0.23178652450509918,-0.4066096914794419,2.8392338551778113,0.7603672646883275,1.527615111761798,2.545404197522636,-0.2,-0.2,0.0,-0.05672010443386709,0.4471101596428304,0.6776294421236441,1.4278339260460404,1,12.187846222429972,-0.4170455177078962
-0.1,AUS,Australia,East Asia & Pacific,High income,9.107160874942752,0.823494448892747,2.1166201188027016,-0.291838409546499,-0.21122378098757646,-0.00045287691133213514,7.480013566548767,-0.24753819963166004,-0.3410227663398342,0.02552451363838451,0.8121768914178393,-0.35903614457831323,0.6880644254928546,0.8516230649101282,0.8516009708502357,0.2775139760605682,5.195826127525054,3.8702670522087526,2.4733171350651646,0.0703913436147674,-0.2475381996324819,-0.2267172299143736,-0.4066096914794419,3.0058756018936994,0.7719610985402596,1.6107708731803292,2.545404197522636,-0.1,-0.1,0.0,-0.05364080639505136,0.4421153186002951,0.6912839989324959,1.2338252494444395,1,12.022118758808073,1.0569288984723852
0.0,AUS,Australia,East Asia & Pacific,High income,11.298630520693752,0.8409550439740119,2.6392369078608655,-0.029739772030597793,-0.2677871380075538,-0.005603838538699669,7.332719608508164,-0.22479228433270781,-0.3417509597361896,0.02552451363838451,0.8258774134740217,-0.36385542168674695,0.6880644254928546,0.8107038018823819,0.8834020514980971,0.271337221116153,3.7699720113754847,4.865947364599762,2.4733171350651646,-0.16428295154140748,-0.22479228433339682,-0.21245623604459513,-0.4066096914794419,3.1910281830344784,0.7829336958790887,1.7009207054127178,2.545404197522636,0.0,0.0,0.0,-0.05053794831003253,0.42717865046213294,0.7041855931849078,1.5457436292527107,1,13.353004357754381,0.23052522586201052
0.1,AUS,Australia,East Asia & Pacific,High income,12.58825915702137,0.8567840323230249,3.034480100218985,0.05833525080521221,-0.28879640912001053,0.3657047307847959,7.3020979698628805,-0.22131257282296327,-0.33947236939436914,0.02552451363838451,0.8439974587741339,-0.37108433734939755,0.6880644254928546,0.8449353097289218,0.9467806550129952,0.320038999678243,4.01665652703626,4.865947364599762,2.4733171350651646,-0.3284051665752816,-0.22131257282353872,-0.2090388723955389,-0.4066096914794419,3.188050369835686,0.834182106786994,1.8504145171933322,2.545404197522636,0.1,0.1,0.0,-0.04614282169074451,0.42342424983763266,0.7603507468297971,1.86079632327852,1,14.374334545900663,0.21719945143601893
0.2,AUS,Australia,East Asia & Pacific,High income,12.58825915702137,0.8769861025755404,3.034480100218985,-0.29374311268500686,-0.26617108172431486,0.1439667264305887,7.3020979698628805,-0.22185290003310482,-0.3371937790525486,0.02552451363838451,0.8546043145595654,-0.37590361445783127,0.6880644254928546,0.8864072422021347,0.9379181897515738,0.32870755484613506,8.299080859705253,4.865947364599762,2.4733171350651646,-0.39908691971902943,-0.22185290003363112,-0.20811547489083726,-0.4066096914794419,3.2019812666150846,0.8345300976469976,1.962193104057998,2.545404197522636,0.2,0.2,0.0,-0.043039963605725956,0.4223888307337489,0.7602228028222475,1.86079632327852,1,15.629713853338917,2.4470589982369466
0.3,AUS,Australia,East Asia & Pacific,High income,12.58825915702137,0.897250970380723,3.034480100218985,-0.13676385084138604,-0.19506283284779408,0.08301959740930656,7.17612287417026,-0.20121004856797506,-0.33491518871072806,0.02552451363838451,0.8546043145595654,-0.38072289156626504,0.6880644254928546,0.9128521438177641,1.0188473455619698,0.3407245659183268,6.024121188004459,4.865947364599762,2.4733171350651646,-0.4226595429399294,-0.20121004856847244,-0.19423506175346106,-0.4066096914794419,3.2908753681097482,0.8753772818530072,2.0833684538406616,2.545404197522636,0.3,0.3,0.0,-0.04040830644477973,0.40702601943807704,0.8068992590626611,1.86079632327852,1,14.966736722226532,1.3590162729921749
0.4,AUS,Australia,East Asia & Pacific,High income,12.58825915702137,0.9150970284447112,3.034480100218985,-0.1280744525848621,-0.12718677359923072,0.27806085982280043,6.994137312854305,-0.19892985491188053,-0.3326365983689076,0.02552451363838451,0.8546043145595654,-0.3831325301204819,0.6880644254928546,0.9978332713122925,1.028778420174035,0.32799234876540584,5.4150824146990955,4.865947364599762,2.4733171350651646,-0.39215348421490603,-0.19892985491240048,-0.19154623252192438,-0.4066096914794419,3.519896181377819,0.8732726049574279,2.15166986657466,2.545404197522636,0.4,0.4,0.0,-0.038126515969957454,0.40408292116785244,0.8055360488040361,1.86079632327852,1,14.760530223705778,1.1880653792865583
0.5,AUS,Australia,East Asia & Pacific,High income,12.58825915702137,0.9325709224353307,2.8986763322923847,-0.35186731577874514,-0.13203501951042554,0.08690639495887033,7.112166287126314,-0.19896124392432576,-0.33035800802708953,0.02552451363838451,0.8546043145595654,-0.38554216867469876,0.6880644254928546,1.0880131356705198,1.0389641229496,0.3459910765454961,8.233711879558518,4.865947364599762,2.4733171350651646,-0.32194446851343483,-0.19896124392490078,-0.19023090969407233,0.8422329989054983,3.723303397553571,0.8865645250308769,2.2218088024947136,2.545404197522636,0.5,0.5,0.0,0.8656429158623355,0.40270327812706425,0.8196394657632545,1.7742130498536828,1,15.786491910606973,2.7583487749631046
0.6,AUS,Australia,East Asia & Pacific,High income,11.888515160986644,0.9518215815240152,2.515320191422767,-0.4047282531853603,-0.1869823202471639,0.10724069214936693,7.267018750908474,-0.1966227624971648,-0.32787507319924125,0.02552451363838451,0.8546043145595654,-0.3879518072289156,0.6880644254928546,1.0634480102873292,1.0749354172286454,0.36738334666466455,8.299080859705253,4.529066802664961,2.4733171350651646,-0.21583401415744627,-0.1966227624978233,-0.18737246032395719,0.8422329989054983,3.7945310965849552,0.9124926174651299,2.2939303292207733,2.545404197522636,0.6,0.6,0.0,0.8656429158623355,0.3995951258916926,0.8483976282271817,1.5954105168852766,1,15.315035076252883,2.763146221879
